GPI1,RECHB
GPI1,STR
GPI1,PRCL
MOORG,MADN
MOORG,RECB
MOORG,SMP
MOORG,SPART
SPART,MADN
PRCL,RECHB
STR,PRCL
STR,RECHB
RECB,SMP
SMP,MOORG
SMP,MADN
SMP,RECB
QSER,SRW
QSER,PARCL
RBIB,QSER
RBIB,SRW
RBIB,PARCL
